,input_id,output_id,input_text,output_text,chapter,tag1,tag2,-2,-1,0,1,2
260,31,2065,باید خطاهای دیگران را ببخشیم,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,2129,0,0,0,0,2,0,0
261,31,3939,باید خطاهای دیگران را ببخشیم,A brave man acknowledges the strength of others,,0,0,0,0,2,0,0
262,32,376,باید کم گویی کرد,ما شبی دست برآریم و دعایی بکنیم غم هجران تو را چاره ز جایی بکنیم دل بیمار شد از دست رفیقان مددی تا طبیبش به سر آریم و دوایی بکنیم آن که بی جرم برنجید و به تیغم زد و رفت بازش آرید خدا را که صفایی بکنیم خشک شد بیخ طرب راه خرابات کجاست تا در آن آب و هوا نشو و نمایی بکنیم مدد از خاطر رندان طلب ای دل ور نه کار صعب است مبادا که خطایی بکنیم سایه طایر کم حوصله کاری نکند طلب از سایه میمون همایی بکنیم دلم از پرده بشد حافظ خوشگوی کجاست تا به قول و غزلش ساز نوایی بکنیم,غزل    ۳۷۷,0,0,0,0,2,0,0
263,32,2290,باید کم گویی کرد,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,2426,0,0,0,0,2,0,0
264,32,3024,باید کم گویی کرد,با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند,,0,0,0,0,2,0,0
265,32,3147,باید کم گویی کرد,جفا برون مبر از حد و جور کمتر کن که آه خسته دلان بی‌گمان اثر دارد,,0,0,0,0,2,0,0
266,32,5565,باید کم گویی کرد,و قال ع اللجاجه تسل الرای‌ ,351,0,0,0,0,2,0,0
267,33,30,نباید در خوردن زیاده‌روی کرد,آن شب قدری که گویند اهل خلوت امشب است یا رب این تاثیر دولت در کدامین کوکب است تا به گیسوی تو دست ناسزایان کم رسد هر دلی از حلقه‌ای در ذکر یارب یارب است کشته چاه زنخدان توام کز هر طرف صد هزارش گردن جان زیر طوق غبغب است شهسوار من که مه آیینه دار روی اوست تاج خورشید بلندش خاک نعل مرکب است عکس خوی بر عارضش بین کفتاب گرم رو در هوای آن عرق تا هست هر روزش تب است من نخواهم کرد ترک لعل یار و جام می زاهدان معذور داریدم که اینم مذهب است اندر آن ساعت که بر پشت صبا بندند زین با سلیمان چون برانم من که مورم مرکب است آن که ناوک بر دل من زیر چشمی می‌زند قوت جان حافظش در خنده زیر لب است آب حیوانش ز منقار بلاغت می‌چکد زاغ کلک من به نام ایزد چه عالی مشرب است,غزل    ۳۱,0,0,0,0,2,0,0
268,33,1884,نباید در خوردن زیاده‌روی کرد,نی نی به از این باید با دوست وفا کردن نی نی کم از این باید تقصیر و جفا کردن زخمی که زند دستت بر عاشق سرمستت نتواند غیر تو تدبیر دوا کردن مرغی که چشد یک دم از دانه دام تو در خاطر او ناید آهنگ هوا کردن ای کار دو چشم تو بی جرم و گنه کشتن وی کار دو لعل تو حاجات روا کردن خوش واقعه ای دارد دل با غم عشق تو نی روی فروخوردن نی رای رها کردن دعوی صفا کردن در عشق تو نیکو نیست با جان صفا چه بود تفسیر صفا کردن,1886,1,0,0,0,1,1,0
269,33,2909,نباید در خوردن زیاده‌روی کرد,کاکل از بالا نشینی رتبه ای پیدا نکرد زلف از افتادگی حالی همنشین ماه شد,,0,0,0,0,2,0,0
270,34,30,باید به قلب و احساسات توجه کرد,آن شب قدری که گویند اهل خلوت امشب است یا رب این تاثیر دولت در کدامین کوکب است تا به گیسوی تو دست ناسزایان کم رسد هر دلی از حلقه‌ای در ذکر یارب یارب است کشته چاه زنخدان توام کز هر طرف صد هزارش گردن جان زیر طوق غبغب است شهسوار من که مه آیینه دار روی اوست تاج خورشید بلندش خاک نعل مرکب است عکس خوی بر عارضش بین کفتاب گرم رو در هوای آن عرق تا هست هر روزش تب است من نخواهم کرد ترک لعل یار و جام می زاهدان معذور داریدم که اینم مذهب است اندر آن ساعت که بر پشت صبا بندند زین با سلیمان چون برانم من که مورم مرکب است آن که ناوک بر دل من زیر چشمی می‌زند قوت جان حافظش در خنده زیر لب است آب حیوانش ز منقار بلاغت می‌چکد زاغ کلک من به نام ایزد چه عالی مشرب است,غزل    ۳۱,0,0,0,0,2,0,0
271,34,398,باید به قلب و احساسات توجه کرد,کرشمه‌ای کن و بازار ساحری بشکن به غمزه رونق و ناموس سامری بشکن به باد ده سر و دستار عالمی یعنی کلاه گوشه به آیین سروری بشکن به زلف گوی که آیین دلبری بگذار به غمزه گوی که قلب ستمگری بشکن برون خرام و ببر گوی خوبی از همه کس سزای حور بده رونق پری بشکن به آهوان نظر شیر آفتاب بگیر به ابروان دوتا قوس مشتری بشکن چو عطرسای شود زلف سنبل از دم باد تو قیمتش به سر زلف عنبری بشکن چو عندلیب فصاحت فروشد ای حافظ تو قدر او به سخن گفتن دری بشکن,غزل    ۳۹۹,0,0,0,0,2,0,0
272,34,1119,باید به قلب و احساسات توجه کرد,بیمار رنج صفرا ذوق شکر نداند هر سنگ دل در این ره قلب از گهر نداند هر عنکبوت جوله در تار و پود آن چه از ذوق صنعت خود ذوق دگر نداند وان کو ز چه برافتد در جام و ساغر افتد مستیش در سر افتد پا را ز سر نداند,846,2,0,0,0,1,0,1
273,34,2991,باید به قلب و احساسات توجه کرد,در چنین راهی که مردان توشه از دل کرده‌اند ساده لوحی بین که فکر آب و نان داریم ما,,2,-1,0,1,0,0,1
274,35,232,مردم را باید از کارهای بد باز داشت,دست از طلب ندارم تا کام من برآید یا تن رسد به جانان یا جان ز تن برآید بگشای تربتم را بعد از وفات و بنگر کز آتش درونم دود از کفن برآید بنمای رخ که خلقی واله شوند و حیران بگشای لب که فریاد از مرد و زن برآید جان بر لب است و حسرت در دل که از لبانش نگرفته هیچ کامی جان از بدن برآید از حسرت دهانش آمد به تنگ جانم خود کام تنگدستان کی زان دهن برآید گویند ذکر خیرش در خیل عشقبازان هر جا که نام حافظ در انجمن برآید,غزل    ۲۳۳,0,0,0,0,2,0,0
275,35,401,مردم را باید از کارهای بد باز داشت,نکته‌ای دلکش بگویم خال آن مه رو ببین عقل و جان را بسته زنجیر آن گیسو ببین عیب دل کردم که وحشی وضع و هرجایی مباش گفت چشم شیرگیر و غنج آن آهو ببین حلقه زلفش تماشاخانه باد صباست جان صد صاحب دل آن جا بسته یک مو ببین عابدان آفتاب از دلبر ما غافلند ای ملامتگو خدا را رو مبین آن رو ببین زلف دل دزدش صبا را بند بر گردن نهاد با هواداران ره رو حیله هندو ببین این که من در جست و جوی او ز خود فارغ شدم کس ندیده‌ست و نبیند مثلش از هر سو ببین حافظ ار در گوشه محراب می‌نالد رواست ای نصیحتگو خدا را آن خم ابرو ببین از مراد شاه منصور ای فلک سر برمتاب تیزی شمشیر بنگر قوت بازو ببین,غزل    ۴۰۲,0,0,0,0,2,0,0
276,35,1356,مردم را باید از کارهای بد باز داشت,عار بادا جهانیان را عار از دو سه ماده ابله طرار شکلک زاهدان ولی ز درون لیس فی الدار سیدی دیار به دو پول سیاه بتوان یافت زین چنین خربطان دو سه خروار,1163,2,0,0,0,1,0,1
277,35,4519,مردم را باید از کارهای بد باز داشت,People shouldn't be afraid of their government. Governments should be afraid of their people,,0,0,0,0,2,0,0
278,36,2964,باید اهل یاری کردن یکدیگر بود,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش,,0,0,0,0,2,0,0
279,38,434,در انتخاب دوست باید دقت کنیم,با مدعی مگویید اسرار عشق و مستی تا بی‌خبر بمیرد در درد خودپرستی عاشق شو ار نه روزی کار جهان سر آید ناخوانده نقش مقصود از کارگاه هستی دوش آن صنم چه خوش گفت در مجلس مغانم با کافران چه کارت گر بت نمی‌پرستی سلطان من خدا را زلفت شکست ما را تا کی کند سیاهی چندین درازدستی در گوشه سلامت مستور چون توان بود تا نرگس تو با ما گوید رموز مستی آن روز دیده بودم این فتنه‌ها که برخاست کز سرکشی زمانی با ما نمی‌نشستی عشقت به دست طوفان خواهد سپرد حافظ چون برق از این کشاکش پنداشتی که جستی,غزل    ۴۳۵,0,0,0,0,2,0,0
280,38,3068,در انتخاب دوست باید دقت کنیم,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,,0,0,0,0,2,0,0
281,38,3156,در انتخاب دوست باید دقت کنیم,چاره در عشق صبوریست ولیکن تا کی ستم از یار ضروریست ولیکن تا چند,,0,1,0,0,1,1,0
282,38,3159,در انتخاب دوست باید دقت کنیم,چشم از جهان ببند و تماشای دوست کن کار دل است دیدن او کار چشم نیست,,0,0,0,0,2,0,0
283,38,4972,در انتخاب دوست باید دقت کنیم,"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success",,0,0,0,0,2,0,0
284,38,5439,در انتخاب دوست باید دقت کنیم,و قال ع من اطال الامل اساء العمل ,212,0,0,0,0,2,0,0
285,39,3089,باید وفای به عهد داشته باشیم,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0,0,0,0,2,0,0
286,39,4366,باید وفای به عهد داشته باشیم,Failure is the condiment that gives success its flavor,,0,0,0,0,2,0,0
287,39,4462,باید وفای به عهد داشته باشیم,The only way to get rid of temptation is to yield to it,,0,0,0,0,2,0,0
288,40,157,باید سعی کنیم نیکو عمل کنیم,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0,0,0,0,2,0,0
289,40,406,باید سعی کنیم نیکو عمل کنیم,مزرع سبز فلک دیدم و داس مه نو یادم از کشته خویش آمد و هنگام درو گفتم ای بخت بخفتیدی و خورشید دمید گفت با این همه از سابقه نومید مشو گر روی پاک و مجرد چو مسیحا به فلک از چراغ تو به خورشید رسد صد پرتو تکیه بر اختر شب دزد مکن کاین عیار تاج کاووس ببرد و کمر کیخسرو گوشوار زر و لعل ار چه گران دارد گوش دور خوبی گذران است نصیحت بشنو چشم بد دور ز خال تو که در عرصه حسن بیدقی راند که برد از مه و خورشید گرو آسمان گو مفروش این عظمت کاندر عشق خرمن مه به جوی خوشه پروین به دو جو آتش زهد و ریا خرمن دین خواهد سوخت حافظ این خرقه پشمینه بینداز و برو,غزل    ۴۰۷,1,0,0,0,1,1,0
290,40,1723,باید سعی کنیم نیکو عمل کنیم,تا که ما از نظر و خوبی تو باخبریم از بد و نیک جهان همچو جهان بی خبریم نظری کرد سوی خوبی تو دیده ما از پیروی تو تا حشر غلام نظریم دین ما مهر تو و مذهب ما خدمت تو تا نگویی که در این عشق تو ما مختصریم زهر بر یاد یکی نوش تو ای آهوچشم گر به از نوش ننوشیم پس از سگ بتریم,1654,0,0,0,0,2,0,0
291,40,4090,باید سعی کنیم نیکو عمل کنیم,I go to seek a Great Perhaps,,0,0,0,0,2,0,0
292,40,5439,باید سعی کنیم نیکو عمل کنیم,و قال ع من اطال الامل اساء العمل ,212,0,0,0,0,2,0,0
293,42,3089,باید سختی‌ها را تحمل کرد,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0,0,0,0,2,0,0
294,43,1281,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,1059,0,0,0,0,2,0,0
295,43,1723,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تا که ما از نظر و خوبی تو باخبریم از بد و نیک جهان همچو جهان بی خبریم نظری کرد سوی خوبی تو دیده ما از پیروی تو تا حشر غلام نظریم دین ما مهر تو و مذهب ما خدمت تو تا نگویی که در این عشق تو ما مختصریم زهر بر یاد یکی نوش تو ای آهوچشم گر به از نوش ننوشیم پس از سگ بتریم,1654,0,0,0,0,2,0,0
296,43,2922,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,,0,0,0,0,2,0,0
297,43,2944,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,گر ما خطا کنیم، عطای تو بی حد است نومیدی از عطای تو، حد خطای ماست,,0,0,0,0,2,0,0
298,43,5571,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,و قال ع ما کذبت و لا کذبت و لا ضللت و لا ضل بی‌ ,356,2,1,0,0,0,1,1
299,44,157,باید خسیس باشیم,من و انکار شراب این چه حکایت باشد غالبا این قدرم عقل و کفایت باشد تا به غایت ره میخانه نمی‌دانستم ور نه مستوری ما تا به چه غایت باشد زاهد و عجب و نماز و من و مستی و نیاز تا تو را خود ز میان با که عنایت باشد زاهد ار راه به رندی نبرد معذور است عشق کاریست که موقوف هدایت باشد من که شب‌ها ره تقوا زده‌ام با دف و چنگ این زمان سر به ره آرم چه حکایت باشد بنده پیر مغانم که ز جهلم برهاند پیر ما هر چه کند عین عنایت باشد دوش از این غصه نخفتم که رفیقی می‌گفت حافظ ار مست بود جای شکایت باشد,غزل    ۱۵۸,0,0,0,0,2,0,0
300,44,365,باید خسیس باشیم,ما بدین در نه پی حشمت و جاه آمده‌ایم از بد حادثه این جا به پناه آمده‌ایم ره رو منزل عشقیم و ز سرحد عدم تا به اقلیم وجود این همه راه آمده‌ایم سبزه خط تو دیدیم و ز بستان بهشت به طلبکاری این مهرگیاه آمده‌ایم با چنین گنج که شد خازن او روح امین به گدایی به در خانه شاه آمده‌ایم لنگر حلم تو ای کشتی توفیق کجاست که در این بحر کرم غرق گناه آمده‌ایم آبرو می‌رود ای ابر خطاپوش ببار که به دیوان عمل نامه سیاه آمده‌ایم حافظ این خرقه پشمینه مینداز که ما از پی قافله با آتش آه آمده‌ایم,غزل    ۳۶۶,0,0,0,0,2,0,0
301,44,2859,باید خسیس باشیم,طارت حیلی و زال حیلی اصبحت مکابدا لویلی قد اظلم بالجوی نهاری کیف اخبرکم انا بلیلی ما املائ عصتی و وجدی ما افرع من رضاک کیلی,3216,0,0,0,0,2,0,0
302,44,2975,باید خسیس باشیم,تواضع ز گردن فرازان نکوست گدا گر تواضع کند خوی اوست,,0,0,0,0,2,0,0
303,45,2507,باید به پدر و مادر احترام گذاشت,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2736,0,0,0,0,2,0,0
304,45,3126,باید به پدر و مادر احترام گذاشت,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0,0,0,0,2,0,0
305,45,4408,باید به پدر و مادر احترام گذاشت,The capacity for friendship is God's way of apologizing for our families,,1,0,0,0,1,1,0
306,46,66,نباید عیب دیگران را بر ملا کنیم,یا رب این شمع دل افروز ز کاشانه کیست جان ما سوخت بپرسید که جانانه کیست حالیا خانه برانداز دل و دین من است تا در آغوش که می‌خسبد و همخانه کیست باده لعل لبش کز لب من دور مباد راح روح که و پیمان ده پیمانه کیست دولت صحبت آن شمع سعادت پرتو بازپرسید خدا را که به پروانه کیست می‌دهد هر کسش افسونی و معلوم نشد که دل نازک او مایل افسانه کیست یا رب آن شاهوش ماه رخ زهره جبین در یکتای که و گوهر یک دانه کیست گفتم آه از دل دیوانه حافظ بی تو زیر لب خنده زنان گفت که دیوانه کیست,غزل    ۶۷,0,0,0,0,2,0,0
307,46,176,نباید عیب دیگران را بر ملا کنیم,نه هر که چهره برافروخت دلبری داند نه هر که آینه سازد سکندری داند نه هر که طرف کله کج نهاد و تند نشست کلاه داری و آیین سروری داند تو بندگی چو گدایان به شرط مزد مکن که دوست خود روش بنده پروری داند غلام همت آن رند عافیت سوزم که در گداصفتی کیمیاگری داند وفا و عهد نکو باشد ار بیاموزی وگرنه هر که تو بینی ستمگری داند بباختم دل دیوانه و ندانستم که آدمی بچه‌ای شیوه پری داند هزار نکته باریکتر ز مو این جاست نه هر که سر بتراشد قلندری داند مدار نقطه بینش ز خال توست مرا که قدر گوهر یک دانه جوهری داند به قد و چهره هر آن کس که شاه خوبان شد جهان بگیرد اگر دادگستری داند ز شعر دلکش حافظ کسی بود آگاه که لطف طبع و سخن گفتن دری داند,غزل    ۱۷۷,0,0,0,0,2,0,0
308,46,3089,نباید عیب دیگران را بر ملا کنیم,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0,0,0,0,2,0,0
309,46,3826,نباید عیب دیگران را بر ملا کنیم,I don't want to die without any scars,,0,0,0,0,2,0,0
310,47,428,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,ساقی بیا که شد قدح لاله پر ز می طامات تا به چند و خرافات تا به کی بگذر ز کبر و ناز که دیده‌ست روزگار چین قبای قیصر و طرف کلاه کی هشیار شو که مرغ چمن مست گشت هان بیدار شو که خواب عدم در پی است هی خوش نازکانه می‌چمی ای شاخ نوبهار کشفتگی مبادت از آشوب باد دی بر مهر چرخ و شیوه او اعتماد نیست ای وای بر کسی که شد ایمن ز مکر وی فردا شراب کوثر و حور از برای ماست و امروز نیز ساقی مه روی و جام می باد صبا ز عهد صبی یاد می‌دهد جان دارویی که غم ببرد درده ای صبی حشمت مبین و سلطنت گل که بسپرد فراش باد هر ورقش را به زیر پی درده به یاد حاتم طی جام یک منی تا نامه سیاه بخیلان کنیم طی زان می که داد حسن و لطافت به ارغوان بیرون فکند لطف مزاج از رخش به خوی مسند به باغ بر که به خدمت چو بندگان استاده است سرو و کمر بسته است نی حافظ حدیث سحرفریب خوشت رسید تا حد مصر و چین و به اطراف روم و ری,غزل    ۴۲۹,0,0,0,0,2,0,0
311,47,4722,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,We are addicted to our thoughts. We cannot change anything if we cannot change our thinking,,1,2,0,0,0,1,1
312,48,131,باید از منافق دوری کنیم,به آب روشن می عارفی طهارت کرد علی الصباح که میخانه را زیارت کرد همین که ساغر زرین خور نهان گردید هلال عید به دور قدح اشارت کرد خوشا نماز و نیاز کسی که از سر درد به آب دیده و خون جگر طهارت کرد امام خواجه که بودش سر نماز دراز به خون دختر رز خرقه را قصارت کرد دلم ز حلقه زلفش به جان خرید آشوب چه سود دید ندانم که این تجارت کرد اگر امام جماعت طلب کند امروز خبر دهید که حافظ به می طهارت کرد,غزل    ۱۳۲,0,0,0,0,2,0,0
313,48,299,باید از منافق دوری کنیم,هزار دشمنم ار می‌کنند قصد هلاک گرم تو دوستی از دشمنان ندارم باک مرا امید وصال تو زنده می‌دارد و گر نه هر دمم از هجر توست بیم هلاک نفس نفس اگر از باد نشنوم بویش زمان زمان چو گل از غم کنم گریبان چاک رود به خواب دو چشم از خیال تو هیهات بود صبور دل اندر فراق تو حاشاک اگر تو زخم زنی به که دیگری مرهم و گر تو زهر دهی به که دیگری تریاک بضرب سیفک قتلی حیاتنا ابدا لان روحی قد طاب ان یکون فداک عنان مپیچ که گر می‌زنی به شمشیرم سپر کنم سر و دستت ندارم از فتراک تو را چنان که تویی هر نظر کجا بیند به قدر دانش خود هر کسی کند ادراک به چشم خلق عزیز جهان شود حافظ که بر در تو نهد روی مسکنت بر خاک,غزل    ۳۰۰,0,0,0,0,2,0,0
314,48,5208,باید از منافق دوری کنیم,The soul is healed by being with children,,0,0,0,0,2,0,0
315,49,3067,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,,0,0,0,0,2,0,0
316,49,3137,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,,0,0,0,0,2,0,0
317,14,2934,باید حق‌جو وعدالت‌پیشه باشیم,آن را که جفا جوست نمی باید خواست سنگین دل و بد خوست نمی باید خواست,,2,0,0,0,1,0,1
318,43,649,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,کرانی ندارد بیابان ما قراری ندارد دل و جان ما جهان در جهان نقش و صورت گرفت کدامست از این نقش ها آن ما چو در ره ببینی بریده سری که غلطان رود سوی میدان ما از او پرس از او پرس اسرار ما کز او بشنوی سر پنهان ما چه بودی که یک گوش پیدا شدی حریف زبان های مرغان ما چه بودی که یک مرغ پران شدی برو طوق سر سلیمان ما چه گویم چه دانم که این داستان فزونست از حد و امکان ما چگونه زنم دم که هر دم به دم پریشانترست این پریشان ما چه کبکان و بازان ستان می پرند میان هوای کهستان ما میان هوایی که هفتم هواست که بر اوج آنست ایوان ما از این داستان بگذر از من مپرس که درهم شکستست دستان ما صلاح الحق و دین نماید تو را جمال شهنشاه و سلطان ما,239,0,0,0,0,2,0,0
319,33,3082,نباید در خوردن زیاده‌روی کرد,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,,0,0,0,0,2,0,0
320,23,5513,باید فرزندان خود را به خوبی تربیت کنیم,و قال ع ما اکثر العبر و اقل الاعتبار ,297,0,0,0,0,2,0,0
321,24,2964,باید در برابر مشکلات استقامت داشته باشیم,حضور خاطر اگر در نماز معتبر است امید ما به نماز نکرده بیشتر است,,0,0,0,0,2,0,0
322,18,3138,نباید اندوهگین شد,به ساخل کشتی ما را برد لطف خدا ورنه هزاران نا خدا گم شد در این دریای طوفانی,,0,0,0,0,2,0,0
323,49,3851,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,"Wow,"" Thalia muttered. ""Apollo is hot."" ""He's the sun god,"" I said.""That's not what I meant",,0,0,0,0,2,0,0
324,17,1605,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,یکی مطرب همی خواهم در این دم که نشناسد ز مستی زیر از بم حریفی نیز خواهم غمگساری ز بی خویشی نداند شادی از غم همه اجزای او مستی گرفته مبدل گشته از اولاد آدم مسلمانی منور گشته از وی مسلم گشته از هستی مسلم چو با نه کس بیاید بشمری ده ده تو نه بود از ده یکی کم خدایا نوبتی مست بفرست که ما از می دهل کردیم اشکم دهل کوبان برون آییم از خویش که ما را عزم ساقی شد مصمم دهلزن گر نباشد عید عید است جهان پرعید شد والله اعلم پراکنده بخواهم گفت امروز چه گوید مرد درهم جز که درهم مگر ساقی بینداید دهانم از آن جام و از آن رطل دمادم مرادم کیست زین ها شمس تبریز ازیرا شمس آمد جان عالم,1505,0,0,0,0,2,0,0
325,25,3690,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,"For you, a thousand times ove",,0,0,0,0,2,0,0
326,19,308,باید اهل یادگیری و دانش باشیم,عشقبازی و جوانی و شراب لعل فام مجلس انس و حریف همدم و شرب مدام ساقی شکردهان و مطرب شیرین سخن همنشینی نیک کردار و ندیمی نیک نام شاهدی از لطف و پاکی رشک آب زندگی دلبری در حسن و خوبی غیرت ماه تمام بزمگاهی دل نشان چون قصر فردوس برین گلشنی پیرامنش چون روضه دارالسلام صف نشینان نیکخواه و پیشکاران باادب دوستداران صاحب اسرار و حریفان دوستکام باده گلرنگ تلخ تیز خوش خوار سبک نقلش از لعل نگار و نقلش از یاقوت خام غمزه ساقی به یغمای خرد آهخته تیغ زلف جانان از برای صید دل گسترده دام نکته دانی بذله گو چون حافظ شیرین سخن بخشش آموزی جهان افروز چون حاجی قوام هر که این عشرت نخواهد خوشدلی بر وی تباه وان که این مجلس نجوید زندگی بر وی حرام,غزل    ۳۰۹,0,0,0,0,2,0,0
327,22,1934,میزان موفقیت به اندازه میزان رنج و تلاش است,هست ما را هر زمانی از نگار راستین لقمه ای اندر دهان و دیگری در آستین این حد خوبی نباشد ای خدایا چیست این هیچ سروی این ندارد خوش قد و بالا است این این چنین خورشید پیدا چونک پنهان می شود او چنین پنهان ز عالم از برای ماست این جمع خواهد آن بت و تنهاروان خود دیگرند هر کجا خوبی بود او طالب غوغاست این شمس تبریز ار چه جانی گر چو جان پنهان شوی بر دلم تهمت نشیند کز کجا برخاست این,1952,0,0,0,0,2,0,0
328,34,5442,باید به قلب و احساسات توجه کرد,و قال ع الخلاف یهدم الرای‌ ,215,0,0,0,0,2,0,0
329,42,958,باید سختی‌ها را تحمل کرد,در کوی خرابات مرا عشق کشان کرد آن دلبر عیار مرا دید نشان کرد من در پی آن دلبر عیار برفتم او روی خود آن لحظه ز من باز نهان کرد من در عجب افتادم از آن قطب یگانه کز یک نظرش جمله وجودم همه جان کرد ناگاه یک آهو به دو صد رنگ عیان شد کز تابش حسنش مه و خورشید فغان کرد آن آهوی خوش ناف به تبریز روان گشت بغداد جهان را به بصیرت همدان کرد آن کس که ورا کرد به تقلید سجودی فرخنده و بگزیده و محبوب زمان کرد آن ها که بگفتند که ما کامل و فردیم سرگشته و سودایی و رسوای جهان کرد سلطان عرفناک بدش محرم اسرار تا سر تجلی ازل جمله بیان کرد شمس الحق تبریز چو بگشاد پر عشق جبریل امین را ز پی خویش دوان کرد,643,0,0,0,0,2,0,0
330,37,3666,باید در هنگام پیمان بستن دقت کنیم,"Here's all you have to know about men and women: women are crazy, men are stupid. And the main reason women are crazy is that men are stupid",,0,0,0,0,2,0,0
331,19,2966,باید اهل یادگیری و دانش باشیم,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش,,0,0,0,0,2,0,0
332,20,5442,باید مهربان بود,و قال ع الخلاف یهدم الرای‌ ,215,0,1,0,0,1,1,0
333,4,3333,نباید براساس ظاهر افراد را قضاوت کرد,Things change. And friends leave. Life doesn't stop for anybody,,0,0,0,0,2,0,0
334,25,5,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,به ملازمان سلطان که رساند این دعا را که به شکر پادشاهی ز نظر مران گدا را ز رقیب دیوسیرت به خدای خود پناهم مگر آن شهاب ثاقب مددی دهد خدا را مژه سیاهت ار کرد به خون ما اشارت ز فریب او بیندیش و غلط مکن نگارا دل عالمی بسوزی چو عذار برفروزی تو از این چه سود داری که نمی‌کنی مدارا همه شب در این امیدم که نسیم صبحگاهی به پیام آشنایان بنوازد آشنا را چه قیامت است جانا که به عاشقان نمودی دل و جان فدای رویت بنما عذار ما را به خدا که جرعه‌ای ده تو به حافظ سحرخیز که دعای صبحگاهی اثری کند شما را,غزل    ۶,0,0,0,0,2,0,0
335,11,3333,باید به یتیمان کمک کرد,Things change. And friends leave. Life doesn't stop for anybody,,0,0,0,0,2,0,0
336,17,3133,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,بس که می‌ترسم از جداییها می‌گریزم از آشناییها,,0,0,0,0,2,0,0
337,20,3229,باید مهربان بود,We accept the love we think we deserve,,0,0,0,0,2,0,0
338,2,2997,ما باید از غیبت کردن پرهیز کنیم,گرفتم آنکه جهانی به یاد ما بودند دگر چه فایده از یاد می‌رسد ما را,,0,0,0,0,2,0,0
