,output_text,vector,output_data_source,index
120,"آه افسوس و سرشک گرم و داغ حسرت است/ آنچه از عمر سبک‌رفتار می‌ماند به جا
","[[ 0.00428917 -0.00039621  0.00306838 ...  0.01735221  0.02891688
   0.0470663 ]]", شعرهای تک بیتی,121
121,"در چنین راهی که مردان توشه از دل کرده‌اند/ ساده لوحی بین که فکر آب و نان داریم ما
",[[0.00524231 0.01376229 0.01021524 ... 0.00037561 0.01290492 0.0351543 ]], شعرهای تک بیتی,122
122,"ما زآغاز و ز انجام جهان بی خبریم/ اول و آخر این کهنه کتاب افتاده است
","[[ 0.00358604 -0.0008143   0.00129686 ...  0.00507793  0.00289602
   0.02503119]]", شعرهای تک بیتی,123
123,"گرفتم آنکه جهانی به یاد ما بودند/ دگر چه فایده از یاد می‌رسد ما را
","[[ 0.00450141 -0.0003057   0.00263561 ...  0.01193555  0.00778996
   0.03614432]]", شعرهای تک بیتی,124
124,"آب طلب نکرده همیشه مراد نیست/ گاهی بهانه ای است که قربانی ات کنند
","[[ 0.00517393 -0.00015827  0.00103656 ...  0.00827643  0.01530665
   0.03370473]]", شعرهای تک بیتی,125
125,"همیشه رود با خود میوه غلتان نخواهد داشت/ به دست آور اناری را که از دست تو خواهد رفت
","[[ 0.00516856  0.00033581  0.0029821  ...  0.00367419 -0.00206435
   0.02757328]]", شعرهای تک بیتی,126
126,"عمری ست در اجابت خود سنگ می خوریم/ نفرین به این دعا که به جایی نمی رسد
","[[-0.0002878   0.0049862   0.00233256 ...  0.01048052  0.00117002
   0.02806987]]", شعرهای تک بیتی,127
127,"نیست جویــــای نظــــــر چون مه نو ماه تمام/  خود نمــــــایی نکند، هـــــر کـــه کمالی دارد
","[[-0.0007219  -0.00015348  0.00481952 ...  0.00965694  0.00633443
   0.03111822]]", شعرهای تک بیتی,128
128,"طی نگشته روزگار کودکی پیری رسید/ از کتاب عمر ما فصل شباب افتاده است
","[[ 0.0016491   0.0088812  -0.0001393  ...  0.0035338  -0.00184952
   0.02774187]]", شعرهای تک بیتی,129
129,"داغ جانسوز من از خنده خونین پیداست/ ای بسا خنده که از گریه غم انگیزتر است
","[[ 3.2104421e-03 -6.6277746e-05  5.3756456e-03 ...  1.2033272e-02
   1.7842323e-02  7.6960092e-03]]", شعرهای تک بیتی,130
130,"خنده تلخ من از گریه غم انگیز تر است/ کارم از گریه گذشته است به آن میخندم
","[[ 2.2212984e-03 -6.7674766e-05  2.5427721e-02 ...  3.1476695e-02
   1.3097365e-02  1.3838784e-02]]", شعرهای تک بیتی,131
131,"یک نقطه بیش، فرقِ رحیم و رجیم نیست/ از نقطــه ای بتــرس که شیطـانی ات کنند
","[[ 2.9133279e-02 -4.4467037e-05  2.2383453e-03 ...  3.4759488e-02
   1.6178831e-02  4.3957397e-02]]", شعرهای تک بیتی,132
132,"آنچه را عقل به یک عمر به دست آورده است/ دل به یک لحظۀ کوتاه به هم می ریزد
",[[0.00615961 0.00421159 0.00238679 ... 0.00390361 0.00868467 0.04174084]], شعرهای تک بیتی,133
133,"چون عاقبت کار جهان نیستی است/ انگار که نیستی چو هستی خوش باش
",[[0.00591624 0.03854141 0.00253191 ... 0.01001427 0.01752844 0.01411978]], شعرهای تک بیتی,134
134,"هر شاخ بنفشه کز زمین میروید/ خالی است که بر رخ نگاری بوده‌ست
",[[0.01534899 0.00063255 0.00156766 ... 0.01483115 0.00546999 0.03030823]], شعرهای تک بیتی,135
135,"خدا کســــی است کـــه باید بــــه دیدنش بروی/ خدا کسی که از آن سخت می هراسی نیست
","[[ 0.01548405 -0.00013584  0.0023781  ...  0.01540383  0.0145515
   0.01225608]]", شعرهای تک بیتی,136
136,"منجنیق آه مظلومان به صبح/ سخت گیرد ظالمان را در حصار
","[[ 0.01016884 -0.0001197   0.0005646  ...  0.0218898   0.0054232
  -0.00333103]]", شعرهای تک بیتی,137
137,"می کنند اهل هنر نام بزرگان را بلند/ بیستون آوازه ای گر داشت از فرهاد بود
",[[0.00457566 0.00600288 0.00036769 ... 0.01322964 0.00201821 0.02590819]], شعرهای تک بیتی,138
138,"در پشیمانی چراغ معرفت روشن تر است/ توبه کن هرگز برای توبه کردن دیر نیست
","[[-0.00032939  0.00871359  0.00315467 ...  0.01970527  0.01245775
   0.0032959 ]]", شعرهای تک بیتی,139
139,"حافظ از باد خزان در چمن دهر مرنج/ فکر معقول بفرما گل بی خار کجاست
","[[ 0.00555698 -0.00010544 -0.00252688 ...  0.0023132   0.00135409
   0.03083896]]", شعرهای تک بیتی,140
140," هرگز مژه بر هم ننهد عاشق صادق/  آن را که به دل عشق بود خواب نباشد
","[[ 0.00174096 -0.00027751  0.00123584 ...  0.00090352  0.01050672
   0.0300754 ]]", شعرهای تک بیتی,141
141,"گویند که سنگ لعل شود در مقام صبر/ آری شود ولیک به خون جگر شود
","[[ 2.2712890e-04 -2.3937416e-08 -3.0248418e-06 ...  7.6762313e-05
  -1.1623841e-04 -6.8832647e-05]]", شعرهای تک بیتی,142
142,"گفتی مرا به خنده خوش باد روزگارت/ کس بی تو خوش نباشد  رو قصه ی دگر کن
","[[ 0.00268459 -0.00087067  0.00657144 ...  0.01387224  0.01929755
   0.02681431]]", شعرهای تک بیتی,143
143,"ما ازین هستی ده روزه به تنگ آمده ایم/ وای بر خضر که زندانی عمر ابد است
","[[ 1.4876757e-03 -3.5927274e-05  2.5562267e-04 ...  6.5539866e-03
   8.3749704e-03  1.7590092e-02]]", شعرهای تک بیتی,144
144,"آسان کسی نبرد از این ورطه ره ره در/ این راه سخت بین که چه آسان گرفته‌ایم
",[[0.00766692 0.00051097 0.00775208 ... 0.01149033 0.02472519 0.017138  ]], شعرهای تک بیتی,145
145,"امید وصل به اندوه انتظار نیرزد/ نشاط باده به دردسر خمار نیرزد
","[[ 0.00660045 -0.00034457 -0.00156941 ...  0.02027869  0.03784834
   0.0240158 ]]", شعرهای تک بیتی,146
146,"کزین پس به کنجی نشینم چو مور/ که روزی نخوردند پیلان به زور
","[[ 0.00702216  0.00725726 -0.00030944 ...  0.00649434  0.00664708
   0.00817323]]", شعرهای تک بیتی,147
147,"میازار موری که دانه کش است/ که جان دارد و جان شیرین خوش است
","[[ 4.6155765e-03  2.6035114e-04 -1.7672597e-05 ...  2.3984093e-02
   2.0991315e-03 -3.5396232e-03]]", شعرهای تک بیتی,148
148,"برو شیر درنده باش ای دغل/ مینداز خود را چو روباه شل
",[[0.0026369  0.00090734 0.01078239 ... 0.00412539 0.01792504 0.0122151 ]], شعرهای تک بیتی,149
149,"بخور تا توانی به بازوی خویش/ که سعیت بود در ترازوی خویش
","[[-3.0724332e-04  3.4902598e-05 -2.5309520e-05 ... -7.7065733e-06
  -1.0507528e-04  2.1459579e-03]]", شعرهای تک بیتی,150
150,"شما را چو باور به یزدان بود/ هم او مر شما را نگهبان بود
","[[ 3.1586492e-03 -6.3005595e-05  1.4735948e-03 ...  2.0156773e-02
   2.2831388e-02  8.9859841e-03]]", شعرهای تک بیتی,151
151,"من آزاده از خاک آزادگانم/ گل صبر می‌پرورد دامن من
","[[ 0.00534442 -0.00039046  0.0003626  ...  0.02830974  0.02500663
   0.0240596 ]]", شعرهای تک بیتی,152
152,"تا بتوانی خدمت رندان می‌کن/ بنیاد نماز و روزه ویران می‌کن
","[[-7.8229880e-04  1.7009210e-02  9.2000346e-06 ...  1.8372640e-02
   2.4931566e-03  2.2317573e-02]]", شعرهای تک بیتی,153
153,"خر باش که این جماعت از فرط خری/ هرکو نه خر است کافرش می‌خوانند
","[[ 0.01187198  0.00017194 -0.00113415 ...  0.01362338  0.01914276
   0.02026958]]", شعرهای تک بیتی,154
154,"با بدان کم نشین که صحبت بد/ گرچه پاکی تو را پلید کند
",[[0.00188219 0.01131182 0.00798919 ... 0.00842734 0.02040456 0.03642433]], شعرهای تک بیتی,155
155,"آفتاب ارچه روشن است او را/ لکه ای ابر ناپدید کند
","[[ 5.4780100e-03 -4.4826367e-05  8.4050762e-04 ...  5.0603040e-03
  -3.6225104e-04  2.4194149e-02]]", شعرهای تک بیتی,156
156,"آگه نیم که عمر گرامی چسان گذشت/ خوابم ربوده بود که این کاروان گذشت
",[[0.00876668 0.00709019 0.00204759 ... 0.01257372 0.01245397 0.02104082]], شعرهای تک بیتی,157
157,"آماده فنا را پروای نیک و بد نیست/ ساعت کسی نپرسد بهر کفن بریدن
",[[0.0027002  0.00172108 0.0012292  ... 0.02108784 0.00132895 0.01422834]], شعرهای تک بیتی,158
158,"آنجا که جهل مایه تمکین و سروریست/ باید به روز مردم دانا گریستن
",[[0.00038259 0.02217733 0.00013271 ... 0.01157691 0.01091905 0.01490657]], شعرهای تک بیتی,159
159,"کبوتری که دگر آشیان نخواهد دید/ قضا همی بردش تا به سوی دانه و دام
","[[ 7.0507978e-03 -3.5605830e-05  4.1677738e-03 ...  3.4067251e-03
   7.6185325e-03  2.1820001e-02]]", شعرهای تک بیتی,160
160,"آنجا که عشق خیمه زند جای عقل نیست/ غوغا بود دو پادشه اندر ولایتی
","[[1.29672664e-03 1.30796125e-02 5.04453856e-05 ... 7.88216293e-03
  8.12578108e-03 3.02993637e-02]]", شعرهای تک بیتی,161
161,"آن را که چار گوشه عزل میسر است/ گو پنج نوبه زن که شه هفت کشور است
","[[ 1.9401236e-02 -1.4694314e-05  2.3719962e-03 ...  9.7023118e-03
   8.7732803e-03  2.5344839e-02]]", شعرهای تک بیتی,162
162,"اجل را بی‌جهت خلقت نکردند/ علاج درد هجران آفریدند
","[[ 0.00478365  0.00314047 -0.00200811 ...  0.01311777  0.00110879
   0.01350928]]", شعرهای تک بیتی,163
163,"عیب خود در پس آیینه نهان داشته‌ای/ تو که آیینه به عیب دگران داشته‌ای
","[[ 1.4368517e-02 -1.3557414e-05  2.1031479e-04 ...  2.5401872e-03
   8.6366842e-03  2.8434077e-02]]", شعرهای تک بیتی,164
164,"عیب مردم فاش کردن بدترین عیب‌هاست/ عیب‌گو اول کند بی‌پرده عیب خویش را
",[[0.00602769 0.00090381 0.00055153 ... 0.00201879 0.00692608 0.02721052]], شعرهای تک بیتی,165
165,"عید آمد و افزود غمم را غم دیگر/ ماتم‌زده را عید بود ماتم دیگر
","[[ 0.02894798 -0.00027941  0.00036304 ...  0.01394304  0.0269931
   0.01755587]]", شعرهای تک بیتی,166
166,"غافل مشو که عمر تو بر باد میرود/ بر رخش عمر هر نفسی تازیانه‌ایست
","[[ 6.4151175e-03  6.8257359e-05 -1.6536641e-04 ...  4.8363218e-03
   1.2936892e-02  3.1227250e-02]]", شعرهای تک بیتی,167
167,"غره مشو از آن که جهانت عزیز کرد/ ای بس عزیز را که جهان کرد زود خوار
","[[ 0.00370333 -0.00028921  0.00200279 ...  0.01093242  0.01096227
   0.01455817]]", شعرهای تک بیتی,168
168,"غنیمت شمار اینکه عالم دمی است/ دمی پیش دانا به از عالمی است
","[[-7.1633956e-05 -1.6392298e-07 -3.7759037e-06 ...  2.5075595e-04
  -1.4084892e-04 -1.3055198e-04]]", شعرهای تک بیتی,169
169,"فارغ نشویم یک دم از فکر معاش/ ای مرگ بیا که زندگی ما را کشت
","[[ 0.00799288  0.00712843 -0.00336565 ...  0.00462262  0.02156604
   0.0238484 ]]", شعرهای تک بیتی,170
170,"فرزند کسی نمیکند فرزندی/ گر طوق طلا به گردنش بربندی
","[[-4.4235680e-04  1.7137795e-04 -3.1713109e-05 ... -1.9913761e-05
  -2.2742437e-04  2.8206976e-03]]", شعرهای تک بیتی,171
171,"فرصت غنیمت است حریفان در این چمن/ فرداست همچو گل همه بر باد رفته‌ایم
","[[ 1.4362400e-03 -5.7406138e-05  1.0618024e-02 ...  1.0234338e-02
   1.4303351e-02  2.4062965e-02]]", شعرهای تک بیتی,172
172,"فریاد از هر گوشه این شهر بلند است/ ویران شود این شهر که فریادرسی نیست
","[[ 1.2412821e-03 -3.1052982e-06 -2.4960713e-05 ...  1.4340862e-03
  -3.5921350e-04 -1.3439077e-03]]", شعرهای تک بیتی,173
173,"فریاد که جز اشک شب و آه سحرگاه/ اندر سفر عشق مرا همسفری نیست
","[[ 0.02387752 -0.00020079  0.00034139 ...  0.00305923  0.01130429
   0.0329271 ]]", شعرهای تک بیتی,174
174,"فزون ز تلخی مرگ است تلخی خواهش/ به درد خویش بمیر از کسی دوا مطلب
","[[ 8.3217109e-03 -5.3927215e-05  5.2759061e-03 ...  1.7539369e-02
   1.4730723e-02  3.6303964e-02]]", شعرهای تک بیتی,175
175,"فلک را عادت دیرینه این است/ که با آزادگان دائم به کین است
","[[ 0.02036548 -0.00010759  0.00097382 ...  0.03732567  0.01184389
   0.00818455]]", شعرهای تک بیتی,176
176,"فیض آب دیده کمتر نیست از آب وضو/ کاشکی زاهد به جای ریش دیده تر کند
","[[ 2.4035524e-03 -6.4784908e-05  2.8908490e-03 ...  5.6957328e-03
   9.3017088e-04  3.4125607e-02]]", شعرهای تک بیتی,177
177,"قانون روزگار بود همچو گردباد/ جز خار و خس زمانه به بالا نمیبرد
","[[ 0.0127168  -0.0001998   0.00050587 ...  0.01795946  0.03337343
   0.03373491]]", شعرهای تک بیتی,178
178,"آتش بگیر تا ببینی چه ‌میکشم / احساس سوختن به تماشا نمی شود
","[[ 8.8346354e-04 -7.6751290e-05  2.5276171e-02 ...  4.7730776e-03
   1.0374197e-02  3.5243306e-02]]", شعرهای تک بیتی,179
179,"آدمی باید که بی‌حالی نباشد هیچگاه/ گر لب خندان نباشد چشم گریان هم خوش است
","[[-6.8693422e-04  7.2162424e-05 -6.2799845e-05 ...  8.5518800e-04
  -3.3283018e-04 -8.0695760e-04]]", شعرهای تک بیتی,180
180,"آسیا پیوسته میگوید به آواز بلند / این همه سرگشتگی اذ پی نان بوده است
","[[ 1.2967670e-02 -6.2479616e-05  3.6607638e-05 ...  2.2035083e-02
   1.9169660e-02  3.4397736e-02]]", شعرهای تک بیتی,181
181,"آنجا که جهل مایه تمکین و سروریست/ باید به روز مردم دانا گریست
",[[0.0004418  0.02223171 0.01023366 ... 0.0117467  0.010653   0.02175041]], شعرهای تک بیتی,182
182,"رزق را روزی رسان پر می‌دهد/ بی‌گس هرگز نماند عنکبوت
","[[ 0.00092108 -0.0001082  -0.00061646 ...  0.01262259  0.00232065
   0.0161578 ]]", شعرهای تک بیتی,183
183,"به صد سال یک دوست آید به دست/ به یک روز توان کرد دشمن به شصت 
",[[0.00250892 0.0103249  0.01172267 ... 0.01748332 0.01065012 0.00999011]], شعرهای تک بیتی,184
184,"طاعت آن نیست که بر خاک نهی پیشانی/ صدق پیش آر که ابلیس بسی کرد سجود
","[[-1.7872339e-04 -1.3366359e-07 -1.0020645e-05 ...  4.1689165e-04
  -1.2868465e-04  2.0868464e-03]]", شعرهای تک بیتی,185
185,"ز گفتار بیهود جز رنج نیست / چو خاموشی اندر جهان گنج نیست
","[[ 2.1908978e-02 -8.0996993e-05 -2.6838919e-03 ...  2.2640105e-02
   2.5872018e-02  1.9363271e-02]]", شعرهای تک بیتی,186
186,"ز لب دوختن غنچه را زندگیست/ چو بشکفت زان پس پراکندگیست
","[[ 8.9262770e-03 -6.0801001e-05  5.0715747e-04 ...  1.0119854e-02
   1.9365085e-03  1.9234732e-02]]", شعرهای تک بیتی,187
187,"بر مال و جمال خویش غره مشو/ کان را به شبی برند و این را به تبی
","[[ 2.5397507e-04  7.1771351e-06 -5.2400014e-06 ... -2.6876114e-06
  -2.2524506e-04  1.0091980e-03]]", شعرهای تک بیتی,188
188,"دشمن خود را نباید زد با تبر / گر توانی کشت او را با شکر
","[[ 0.01095586 -0.00016571  0.00092349 ...  0.02204329  0.00364209
   0.00845641]]", شعرهای تک بیتی,189
189,"گر عمارت را بری بر آسمان / عاقبت زیر زمین گردی نهان
","[[ 7.69105856e-04  8.00731941e-04 -1.48130275e-05 ... -1.70612893e-05
  -1.46429142e-04  1.90545211e-03]]", شعرهای تک بیتی,190
190,"کم گوی و جز مصلحت خویش مگوی/ چیزی که مپرسند تو خود پیش مگوی
","[[ 8.0018053e-03  2.5790265e-05 -4.2362881e-04 ...  1.7522470e-04
  -1.5976698e-04  7.6241666e-03]]", شعرهای تک بیتی,191
191,"افتادگی بیاموز اگر طالب فیضی/ هرگز نخورد زمینی که بلند است
",[[0.00412844 0.00118552 0.00048195 ... 0.0022873  0.00293064 0.01797317]], شعرهای تک بیتی,192
192,"کوه نا‌هموار را هموار کردن سخت نیست/ حرف نا‌هموار را هموار کردن مشکل است
","[[ 0.00511116 -0.00025323  0.00826932 ...  0.00793558  0.01369527
   0.02320926]]", شعرهای تک بیتی,193
193,"دل که رنجید از کسی خرسند کردن مشکل است/ شیشه بشکسته را پیوند کردن مشکل است
","[[ 0.01453538 -0.00024048 -0.00075667 ...  0.01448344  0.03771707
   0.02995173]]", شعرهای تک بیتی,194
194,"گفتار زیاد نه از نغزیست/ ولوله طبل ز بی‌مغزیستمن از روییدن خار سر دیوار فهمیدم/ که نا‌کس کس نمی‌گردد از این بالا نشینیها
","[[ 6.3497331e-03 -5.9643360e-05  8.9466730e-03 ...  3.6140038e-03
   2.5472513e-03  2.5596164e-02]]", شعرهای تک بیتی,195
195,"قصه کوته طاقت محنت ندارم بیش از این/ رخصتم ده گر نخواهی داد چیز دیگر
","[[ 1.1544266e-02 -5.0751198e-05  8.2093477e-03 ...  1.8606795e-02
   1.0767259e-02  2.3553291e-02]]", شعرهای تک بیتی,196
196,"قطره اشکیم اما در درون دل نهان/ گر به سوی دیده ره یابیم دریا می شویم
","[[-7.7114103e-04 -1.0328680e-08 -6.9335675e-07 ... -4.6382752e-06
  -1.2066114e-04  2.7341011e-04]]", شعرهای تک بیتی,197
197,"موی سپید را فلکم رایگان نداد/ این رشته را به نقد جوانی خریده‌ام
","[[ 1.5520514e-03 -2.3032135e-05  6.2274063e-05 ...  3.6120033e-04
   8.3559826e-03  2.0963877e-02]]", شعرهای تک بیتی,198
198,"دست طلب چو پیش کسان می‌کنی دراز/ پل بسته‌ای که بگذری از آبروی خویش 
","[[ 3.0972066e-03 -9.2305509e-06  9.4090396e-04 ...  1.8105512e-03
  -1.0527722e-03  2.6644778e-02]]", شعرهای تک بیتی,199
199,"ما ز آغاز و ز انجام جهان بی‌خبریم/ اول  و آخر این کهنه کتاب افتاده است
","[[ 4.0358030e-03 -1.0928807e-03  7.2138594e-04 ...  1.0054200e-02
  -2.8157281e-06  2.5692565e-02]]", شعرهای تک بیتی,200
200,"قفس شکسته و بال و پرم گشاده و ترسم/ خدا نکرده دهد فکر آشیانه فریبم 
","[[ 1.5823380e-03 -2.3269453e-05  1.1936702e-02 ...  3.6039317e-03
   1.3371127e-02  2.5763495e-02]]", شعرهای تک بیتی,201
201,"چون عاقبت کار جهان نیستی است/ انگار که نیستی چو هستی خوش باش
",[[0.00591624 0.03854141 0.00253191 ... 0.01001427 0.01752844 0.01411978]], شعرهای تک بیتی,202
202,"تواضع ز گردن فرازان نکوست/ گدا گر تواضع کند خو اوست
","[[-0.00018043 -0.0001538   0.00017101 ...  0.00558326  0.01218507
   0.02102449]]", شعرهای تک بیتی,203
203,"تواضع گر چه محبوب است و فضل بیکران دارد/ نباید کرد بیش از حد که هیبت را زیان دارد
",[[0.00541403 0.0070901  0.00133794 ... 0.00915543 0.01863851 0.02727105]], شعرهای تک بیتی,204
204,"کار سامان نرسد تا که پریشان نشود/ شرط آن است که تا این نشود آن نشود
","[[-0.00021538  0.00038607 -0.00020002 ...  0.0004858   0.00076711
   0.0014805 ]]", شعرهای تک بیتی,205
205,"تا توانی به جهان خدمت محتاجان کن/ به دمی یا درمی یا قدمی یا قلمی
","[[-0.00020109  0.02422829  0.00185644 ...  0.01072722  0.00891798
   0.02250041]]", شعرهای تک بیتی,206
206,"آنچه دی کاشته ای می‌کنی امروز درو/ طمع خوشه گندم مکن از دانه جو
","[[ 0.00843929  0.00233021 -0.0012412  ... -0.00063921 -0.00073891
   0.0121673 ]]", شعرهای تک بیتی,207
207,"آن دل که پریشان شود از ناله بلبل / بر دامنش آویز که با وی خبری هست
","[[-2.5528754e-04 -3.6174981e-08 -1.6705279e-05 ...  2.5318659e-04
  -1.0984138e-04  4.5546526e-04]]", شعرهای تک بیتی,208
208,"آن را که در دیار محبت گذار نیست/ همراهیش مکن که در او اعتبار نیست
","[[ 3.5283347e-03 -1.5770067e-05  5.6727539e-04 ...  1.0449219e-02
   8.4281238e-03  4.1166779e-02]]", شعرهای تک بیتی,209
209,"آن روز قبول درگه دوست شوی/ کز رد و قبول خلق پروا نکنی 
","[[ 0.00795414 -0.00020688 -0.00034079 ...  0.01914454  0.01581116
   0.02119488]]", شعرهای تک بیتی,210
210,"آن سجده به آدم و این پیش خدا نکرد/ شیطان هزار مرتبه ز بی‌نماز
","[[ 1.4970613e-03 -7.4884900e-07 -2.5223728e-04 ...  4.1720979e-03
  -3.2158446e-04 -1.9331642e-03]]", شعرهای تک بیتی,211
211,"آن مکن با من که گر از لطف یار من شوی / چون به خاطر آیدت شرمسار شوی
",[[0.00999925 0.0011788  0.0011041  ... 0.01564198 0.02085218 0.02318702]], شعرهای تک بیتی,212
212,"آن نعره‌ای که مست ز خوف خدا زند/ به از هزار سال که تو ناله سر کنی 
","[[ 4.7058356e-03 -2.6909349e-05  4.4969516e-03 ...  1.3593363e-02
   1.0482784e-02  1.2624392e-02]]", شعرهای تک بیتی,213
213,"آورم پیش تو هر لحظه پیام دگران / گویمت تا سخن خویش به نام دگران
","[[ 4.1890606e-02 -1.6093421e-05  3.9990287e-04 ...  7.8857634e-03
   9.7487019e-03  3.4301642e-02]]", شعرهای تک بیتی,214
214,"آهن و سنگی که شراری در اوست/ بهتر از آن دل که نه یاری در اوست
","[[-2.5310623e-04 -3.4261507e-08 -5.7553834e-06 ... -3.7075197e-06
  -1.5984046e-04 -1.2364016e-04]]", شعرهای تک بیتی,215
215,"از باغ هنر هر انکه گل چید/ در دیده روزگار خار است
","[[ 5.7039908e-03  1.1344710e-03 -2.8106986e-04 ... -9.2421782e-05
  -1.1968769e-03  2.6406107e-02]]", شعرهای تک بیتی,216
216,"از بزرگ بی‌هنر طفل هنرور بهتر است/ سنگ کوهستان کجا همسنگ گوهر است
",[[0.0048481  0.00175773 0.00038732 ... 0.00712451 0.00346088 0.03085628]], شعرهای تک بیتی,217
217,"از بس که در زمانه کسی اهل درد نیست / اظهار درد خویش به دیوار می‌کنم
","[[ 0.00342796  0.01685929 -0.000102   ...  0.00232921 -0.00069677
   0.02402221]]", شعرهای تک بیتی,218
218,"از جمع مال بهره ندارند اهل حرص/ مور از برای مور دگر دانه می‌کشد
","[[ 0.00638364 -0.00027536  0.00261902 ...  0.01166848  0.01740196
   0.01787096]]", شعرهای تک بیتی,219
219,"از حقیقت هیچ کس آگه نشد/ هر کسی حرفی ز جایی می‌زند
",[[0.01377513 0.0035104  0.0134938  ... 0.00558645 0.00480524 0.03345849]], شعرهای تک بیتی,220
220,"از خدا برگشتگان را کار سخت نیست/ سخت کار ما بود کز ما خدا بر‌گشته است 
","[[ 4.8721288e-04 -4.9092541e-05  6.8481080e-04 ...  2.8821038e-02
   1.8429045e-02  6.3904463e-03]]", شعرهای تک بیتی,221
221,"از خلق جهان آنکه خبر دار تر است/ مفلس‌تر و خامش‌تر و بیکار‌تر است
",[[0.00531456 0.0049074  0.00182479 ... 0.00582298 0.00590083 0.02510504]], شعرهای تک بیتی,222
222,"از سخن حال خرابم نشد اصلاح پذیر / همچ ویرانه که از گنج خود آباد نگشت
","[[-0.00015701  0.00310319  0.00099702 ...  0.03501643  0.02897439
   0.0236254 ]]", شعرهای تک بیتی,223
223,"از طلا گشتن پشیمان گشته ایم/ مرحمت فرموده ما را مس کنید
","[[-2.0967494e-05  1.6264333e-03  4.4711735e-04 ...  8.2294298e-03
   1.1387580e-02  2.9900888e-02]]", شعرهای تک بیتی,224
224,"از کاسه شکسته نخیزد صدا درست/ احوال ما مپرس که ما دلشکسته‌ایم
","[[ 0.00190867  0.00592377  0.00042401 ... -0.00096818  0.00841694
   0.00867079]]", شعرهای تک بیتی,225
225,"از گداز شمع باشد شعله را پایندگی/ می‌کند از پهلوی مظلوم ظالم زندگی
","[[ 0.00716864  0.00539141 -0.00200588 ...  0.01270535  0.00869892
   0.02667373]]", شعرهای تک بیتی,226
226,"از مهر دوستان ریا‌کار خوشتر است/ دشنام دشمنی که چو آیینه راستگوست
","[[ 0.01553416  0.0005655  -0.00042798 ...  0.03354589  0.02128343
   0.0234187 ]]", شعرهای تک بیتی,227
227,"استاد کائنات که این جهان ساخت/ مقصود عشق بود این جهان را بهانه ساخت
","[[ 0.00433683  0.00013955 -0.00031365 ...  0.00740281  0.01340333
   0.02742122]]", شعرهای تک بیتی,228
228,"افتادن و برخاستن باده پرستان/ در مذهب رندان خرابات نماز است
","[[ 0.0030147  -0.00090914  0.00973092 ...  0.04995965  0.01956902
   0.01184908]]", شعرهای تک بیتی,229
229,"اگر چو شیر سرا پای خود پنجه کنم/ مروتم نگذارد که مور رنجه کنم
",[[0.00765741 0.02514831 0.00145043 ... 0.00424551 0.02324019 0.01539179]], شعرهای تک بیتی,230
230,"امیر قافله را هم تغافلی باید/ که نا‌امید نگردندقاطعان طریق
","[[ 0.00011575 -0.00019204  0.00066687 ...  0.00601882  0.01494723
   0.01856867]]", شعرهای تک بیتی,231
231,"انگشت مکن رنجه به در کوفتن کس/ تا نکند رنجه به در کوفتنت مشت
","[[ 1.7582176e-03 -5.0674742e-05 -4.6121306e-03 ...  8.2325181e-03
   2.7277263e-02  9.8467888e-03]]", شعرهای تک بیتی,232
232,"اهل دنیا را ز غفلت زنده می‌پنداشتم/ خفته آری مردگان را زنده می‌بیند به خواب
","[[ 3.0271662e-03  6.1769882e-04 -2.3961700e-05 ...  3.8165948e-03
   1.1646952e-03  1.3974429e-02]]", شعرهای تک بیتی,233
233,"ای حوان بر قامت خم گشته پیران نگر/ رفته رفته زندگی بار گرانی می‌شود
","[[ 5.8200350e-03 -2.9074494e-05  6.3038771e-03 ...  1.0170482e-02
   1.4705713e-03  1.7066978e-02]]", شعرهای تک بیتی,234
234,"ای دل غمین مشو که جهانت به کام نیست/ کآسایش زمانه به کس کستدام نیست 
","[[ 0.00729657 -0.00025174  0.00150492 ...  0.00655252  0.02498936
   0.02839513]]", شعرهای تک بیتی,235
235,"ای شیخ برو مسئله عشق بیاموز/ هر چند که این مسئله آموختنی نیست 
","[[ 0.01173491  0.00147596 -0.00164568 ...  0.01991065  0.02722007
   0.03995556]]", شعرهای تک بیتی,236
236,"ای که از دشواری راه فنا ترسی نترس/ بس که آسان است این ره می‌توان خوابید و رفت
","[[-1.8356316e-04  5.3824933e-04 -5.9836850e-05 ... -9.2007571e-07
  -3.5415721e-04  1.9696958e-03]]", شعرهای تک بیتی,237
237,"ایمن مشو ز فتنه چو خود فتنه می‌کنی/ گر چیره‌ای تو چیره‌تر است از تو روزگار
","[[ 0.00611162  0.00261158 -0.00090741 ...  0.0133436   0.01012412
   0.02139806]]", شعرهای تک بیتی,238
238,"تا چند کتی خدمت دونان و خسان/ جان بر سر هر طعمه منه چون مگسان
","[[ 5.5753286e-03  9.4112568e-03 -9.9168581e-08 ...  2.3248279e-02
   6.9836545e-04  2.3164105e-02]]", شعرهای تک بیتی,239
239,"از دی که گذشت هیچ ازو یاد مکن/ فردا که نیامده است فریاد مکن
","[[ 0.00503205  0.00118285 -0.00140651 ...  0.01072833  0.01072179
   0.00995588]]", شعرهای تک بیتی,240
240,"اجرام که ساکنان این ایوانند/ اسباب تردد خردمندانند
",[[0.00411278 0.00343985 0.00101817 ... 0.00949243 0.00726299 0.04463176]], شعرهای تک بیتی,241
