,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
84,LASER,42,باید سختی‌ها را تحمل کرد,3467,It takes ten times as long to put yourself back together as it does to fall apart,1,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 2.4286511e-03  5.1993113e-05  2.7937759e-02 ... -2.7558755e-03
   1.3342175e-02  4.1306023e-02]]"
85,LASER,42,باید سختی‌ها را تحمل کرد,3268,"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends",2,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 4.2046970e-03 -7.8910096e-05  2.2221958e-02 ...  2.3060067e-02
   2.5125673e-02  1.4661180e-02]]"
86,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,3573,"We have to dare to be ourselves, however frightening or strange that self may prove to be",1,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 0.01704589 -0.00047405  0.05534808 ...  0.0062188   0.02597998
   0.0517182 ]]"
87,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,4297,"Love is an untamed force. When we try to control it, it destroys us. When we try to imprison it, it enslaves us. When we try to understand it, it leaves us feeling lost and confused",2,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 6.5729655e-03 -7.3986004e-05  4.0967907e-03 ...  4.2114284e-02
   2.6115008e-02  2.6656367e-02]]"
88,LASER,44,باید خسیس باشیم,5005,Freedom lies in being bold,1,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 3.6268346e-03 -7.2465249e-05  2.4176013e-02 ...  5.4683704e-02
   1.2716840e-03  3.6376982e-03]]"
89,LASER,44,باید خسیس باشیم,5162,I just want to be wonderful,2,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 5.2189203e-03  3.2828091e-05  2.2002747e-03 ... -5.7983364e-04
  -7.5553346e-04  3.6699148e-03]]"
90,LASER,45,باید به پدر و مادر احترام گذاشت,4408,The capacity for friendship is God's way of apologizing for our families,1,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 1.29681155e-02 -6.06592512e-05  8.81549623e-03 ...  2.70603299e-02
   2.09507253e-02  1.08240601e-02]]"
91,LASER,45,باید به پدر و مادر احترام گذاشت,4519,People shouldn't be afraid of their government. Governments should be afraid of their people,2,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 0.00656466 -0.0001371   0.00117973 ...  0.02365335  0.02671444
   0.00628371]]"
92,LASER,46,نباید عیب دیگران را بر ملا کنیم,3826,I don't want to die without any scars,1,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 5.9428057e-03 -6.6470719e-05 -2.5792520e-03 ...  2.9359658e-03
   8.1521282e-03  2.9919934e-02]]"
93,LASER,46,نباید عیب دیگران را بر ملا کنیم,4558,Never underestimate the power of stupid people in large groups,2,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 9.0039885e-03 -7.5052894e-06  1.7582660e-03 ...  2.8177803e-02
   4.1461978e-03  1.2365642e-02]]"
94,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,3446,"Everyone thinks of changing the world, but no one thinks of changing himself",1,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.0182937  -0.00023457  0.05179159 ...  0.011098    0.02107166
   0.020248  ]]"
95,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,4722,We are addicted to our thoughts. We cannot change anything if we cannot change our thinking,2,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 1.1459178e-02 -5.5772114e-05  4.5828624e-03 ...  5.0057136e-03
   2.5903868e-02  3.2843787e-02]]"
96,LASER,48,باید از منافق دوری کنیم,5107,Don't let the muggles get you down,1,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[ 0.00942925  0.00436644 -0.00147878 ...  0.014127    0.02223126
   0.00585238]]"
97,LASER,48,باید از منافق دوری کنیم,5208,The soul is healed by being with children,2,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[2.3257944e-03 1.6997705e-05 4.0806958e-04 ... 1.2640392e-03
  2.9820700e-03 3.0922613e-03]]"
98,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,3858,Life's under no obligation to give us what we expect,1,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 0.00117259 -0.00023738  0.02266209 ... -0.00181639  0.00821092
   0.01833458]]"
99,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,4370,We must be willing to let go of the life we planned so as to have the life that is waiting for us,2,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 9.3666045e-03 -4.8381153e-05  7.9972679e-03 ...  5.3562811e-03
   2.4583749e-02  1.7418811e-02]]"
