,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
77,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,3114,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,3,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]","[[ 0.02859343  0.02713945 -0.00141821 ...  0.01387215  0.03496355
   0.0225655 ]]"
78,LASER,26,انسان نباید فخر فروشی داشته باشد.,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,1,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
79,LASER,26,انسان نباید فخر فروشی داشته باشد.,2960,گر جام خالیت بدهد پیر می فروش بستان و دم مزن که تهی از اشاره نیست,2,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]",[[0.00186091 0.03204471 0.00042773 ... 0.00720603 0.00453543 0.05184025]]
80,LASER,26,انسان نباید فخر فروشی داشته باشد.,3128,بی‌جوهران به تربیت آدم نمی‌شوند شبنم به بوی گل نتواند گلاب شد,3,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[-8.7505550e-04 -9.3232295e-05  3.0337232e-03 ...  1.6363927e-03
   7.5952206e-03  3.5313085e-02]]"
81,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,3037,غره مشو از آن که جهانت عزیز کرد ای بس عزیز را که جهان کرد زود خوار,1,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]","[[ 2.8988873e-03 -7.5052572e-05  4.1286601e-03 ...  1.3961634e-02
   7.1280668e-03  1.9351300e-02]]"
82,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,2922,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,2,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]",[[0.00617392 0.00917732 0.00551452 ... 0.01431952 0.01997709 0.02716101]]
83,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,3108,با بدان کم نشینکه صحبت بد گر چه پاکی تو را پلید کند,3,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]",[[0.00382148 0.01709951 0.00169468 ... 0.0117352  0.0142206  0.03144409]]
84,LASER,28,باید شکرگزار باشیم,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,1,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
85,LASER,28,باید شکرگزار باشیم,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,2,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]",[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.01272189 0.02713549]]
86,LASER,28,باید شکرگزار باشیم,3137,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,3,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]","[[2.1798576e-05 1.1998850e-02 8.2049327e-04 ... 5.4530641e-03
  6.3088089e-03 1.0612418e-02]]"
87,LASER,29,باید به زیر دستان احترام گذاشت,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,1,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
88,LASER,29,باید به زیر دستان احترام گذاشت,3198,خوردن خاک قناعت بر ارباب خرد به ز نانی که در او منت دونان باشد,2,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]",[[0.00545508 0.00010885 0.00157389 ... 0.01761943 0.00414354 0.0264707 ]]
89,LASER,29,باید به زیر دستان احترام گذاشت,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
90,LASER,30,نباید مغرور باشیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,1,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
91,LASER,30,نباید مغرور باشیم,3148,جفا مکن که جفا رسم دلربایی نیست جدا مشو که مرا طاقت جدایی نیست,2,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]",[[0.01088458 0.00265534 0.00275741 ... 0.00333882 0.01659837 0.03476897]]
92,LASER,30,نباید مغرور باشیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
93,LASER,31,باید خطاهای دیگران را ببخشیم,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,1,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]",[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.01272189 0.02713549]]
94,LASER,31,باید خطاهای دیگران را ببخشیم,3072,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران,2,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 4.1540593e-02 -1.4299197e-05 -1.4786673e-04 ...  9.8432172e-03
   9.3139084e-03  3.6758620e-02]]"
95,LASER,31,باید خطاهای دیگران را ببخشیم,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,3,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
96,LASER,32,باید کم گویی کرد,3147,جفا برون مبر از حد و جور کمتر کن که آه خسته دلان بی‌گمان اثر دارد,1,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[ 9.4565377e-03  1.7562266e-04 -4.5728586e-05 ...  1.1905807e-02
   2.0261172e-02  4.5640141e-02]]"
97,LASER,32,باید کم گویی کرد,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,2,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
98,LASER,32,باید کم گویی کرد,3024,با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند,3,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]",[[0.00259511 0.01290138 0.00851949 ... 0.00582972 0.02139905 0.03714188]]
99,LASER,33,نباید در خوردن زیاده‌روی کرد,2909,کاکل از بالا نشینی رتبه ای پیدا نکرد زلف از افتادگی حالی همنشین ماه شد,1,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 5.9530823e-03 -7.9251062e-05 -2.2743602e-06 ...  1.0584204e-02
   1.1884239e-02  2.1514334e-02]]"
100,LASER,33,نباید در خوردن زیاده‌روی کرد,3029,کبوتری که دگر آشیان نخواهد دید قضا همی بردش تا به سوی دانه و دام,2,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 7.6817516e-03 -5.5900156e-05  1.4116515e-03 ...  5.0332942e-03
   8.7626586e-03  2.5067726e-02]]"
101,LASER,33,نباید در خوردن زیاده‌روی کرد,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
102,LASER,34,باید به قلب و احساسات توجه کرد,3064,تا توانی به جهان خدمت محتاجان کن به دمی یا درمی یا قدمی یا قلمی,1,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[-4.4218497e-04  2.4768006e-02 -4.6620982e-05 ...  1.1482195e-02
   8.6936690e-03  2.2169366e-02]]"
103,LASER,34,باید به قلب و احساسات توجه کرد,2991,در چنین راهی که مردان توشه از دل کرده‌اند ساده لوحی بین که فکر آب و نان داریم ما,2,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]",[[0.00445527 0.01489061 0.01064288 ... 0.00207079 0.01204061 0.03539391]]
104,LASER,34,باید به قلب و احساسات توجه کرد,2890,ز لب دوختن غنچه را زندگیست چو بشکفت زان پس پراکندگیست,3,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 0.00971088 -0.00010159  0.00090863 ...  0.0129178   0.0031373
   0.01611648]]"
105,LASER,35,مردم را باید از کارهای بد باز داشت,3116,بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد,1,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.00607489 -0.00017384 -0.00229653 ...  0.02003354  0.01227699
   0.01475279]]"
106,LASER,35,مردم را باید از کارهای بد باز داشت,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,2,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
107,LASER,35,مردم را باید از کارهای بد باز داشت,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
108,LASER,36,باید اهل یاری کردن یکدیگر بود,3187,حکیمی که خود باشدش زرد روی از او داروی سرخ رویی مجوی,1,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[-0.0004113   0.00018822 -0.0001199  ...  0.00082762 -0.00021602
   0.00036245]]"
109,LASER,36,باید اهل یاری کردن یکدیگر بود,2964,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش,2,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[-5.7894747e-05 -2.8838808e-06 -1.4148433e-04 ...  4.2091045e-03
  -1.5683768e-03  6.6943951e-03]]"
110,LASER,36,باید اهل یاری کردن یکدیگر بود,3172,چون پرده براندازد عالم به سرانداز جایی که یقین آمد پندار نمی‌گنجد,3,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[-1.3548514e-04  1.5784457e-03 -1.0011859e-04 ... -3.6188434e-05
  -1.7689928e-04  1.9692439e-03]]"
111,LASER,37,باید در هنگام پیمان بستن دقت کنیم,3165,چو باید از این تخت زر برخاستن نیرزد نشستن به برخاستن,1,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 3.99122294e-03 -7.88177204e-05  3.40857394e-02 ...  2.11478025e-02
   1.21573685e-02  1.48689244e-02]]"
112,LASER,37,باید در هنگام پیمان بستن دقت کنیم,3068,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,2,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 0.01031461 -0.00025178  0.00013379 ...  0.02433346  0.01776553
   0.02187753]]"
113,LASER,37,باید در هنگام پیمان بستن دقت کنیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
114,LASER,38,در انتخاب دوست باید دقت کنیم,3068,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی,1,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 0.01031461 -0.00025178  0.00013379 ...  0.02433346  0.01776553
   0.02187753]]"
115,LASER,38,در انتخاب دوست باید دقت کنیم,3156,چاره در عشق صبوریست ولیکن تا کی ستم از یار ضروریست ولیکن تا چند,2,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 0.01461114 -0.00016797  0.0005459  ...  0.01786586  0.00737262
   0.03654747]]"
116,LASER,38,در انتخاب دوست باید دقت کنیم,3159,چشم از جهان ببند و تماشای دوست کن کار دل است دیدن او کار چشم نیست,3,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 0.00229825 -0.00012199 -0.00348052 ...  0.00703348  0.00833258
   0.02464384]]"
117,LASER,39,باید وفای به عهد داشته باشیم,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,1,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
118,LASER,39,باید وفای به عهد داشته باشیم,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید,2,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]",[[0.00039766 0.00355757 0.00086508 ... 0.01052631 0.01272189 0.02713549]]
119,LASER,39,باید وفای به عهد داشته باشیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
120,LASER,40,باید سعی کنیم نیکو عمل کنیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,1,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
121,LASER,40,باید سعی کنیم نیکو عمل کنیم,3137,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,2,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[2.1798576e-05 1.1998850e-02 8.2049327e-04 ... 5.4530641e-03
  6.3088089e-03 1.0612418e-02]]"
122,LASER,40,باید سعی کنیم نیکو عمل کنیم,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,3,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
123,LASER,41,صبر یکی از صفات خردمندان است,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,1,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]",[[0.00430876 0.00522014 0.00044195 ... 0.01097317 0.0108732  0.0449201 ]]
124,LASER,41,صبر یکی از صفات خردمندان است,2921,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,2,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.01492833 -0.00034514 -0.00094555 ...  0.01363955  0.03529301
   0.03210616]]"
125,LASER,41,صبر یکی از صفات خردمندان است,2966,برگ درختان سبز پیش خداوند هوش هر ورقش دفتری است معرفت کردگار,3,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 2.0821348e-03 -2.5146612e-05 -8.9733221e-05 ...  1.2573772e-03
  -5.6505180e-04  3.8338218e-02]]"
126,LASER,42,باید سختی‌ها را تحمل کرد,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,1,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
127,LASER,42,باید سختی‌ها را تحمل کرد,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,2,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
128,LASER,42,باید سختی‌ها را تحمل کرد,3054,کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است,3,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 0.00534058 -0.00031267  0.00870627 ...  0.00753749  0.01500626
   0.02370477]]"
129,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,2944,گر ما خطا کنیم، عطای تو بی حد است نومیدی از عطای تو، حد خطای ماست,1,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]",[[0.00709463 0.04896202 0.00033372 ... 0.01057278 0.0183049  0.02554936]]
130,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,3083,از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم,2,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 0.00199456  0.00613849  0.00030145 ... -0.00100084  0.00953472
   0.00709925]]"
131,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,2922,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد,3,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]",[[0.00617392 0.00917732 0.00551452 ... 0.01431952 0.01997709 0.02716101]]
132,LASER,44,باید خسیس باشیم,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,1,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
133,LASER,44,باید خسیس باشیم,2920,دلی پر گوهر اسرار دارم ولیکن بر زبان مسمار دارم,2,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 1.25574013e-02 -1.87237019e-05  1.02876395e-04 ...  6.82971394e-03
   2.82337028e-03  3.13509628e-02]]"
134,LASER,44,باید خسیس باشیم,2975,تواضع ز گردن فرازان نکوست گدا گر تواضع کند خوی اوست,3,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 1.0164476e-03 -3.4873612e-04  8.5081723e-05 ...  8.9563541e-03
   2.0082617e-02  2.5337595e-02]]"
135,LASER,45,باید به پدر و مادر احترام گذاشت,3112,با هنر باش و هر چه خواهی کن نه بزرگی به مادر و پدر است,1,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 0.00691243  0.00319253 -0.00032863 ...  0.0038988   0.00584648
   0.03138927]]"
136,LASER,45,باید به پدر و مادر احترام گذاشت,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,2,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]",[[0.00089578 0.00667247 0.00460314 ... 0.02313435 0.01241054 0.01738133]]
137,LASER,45,باید به پدر و مادر احترام گذاشت,3167,چو در هنر پسر امتیاز خویش نه‌ای بزرگ بودن جد و پدر چه خواهد کرد,3,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]","[[ 0.00969771  0.00114006  0.00231012 ...  0.00663622 -0.00015519
   0.02343456]]"
138,LASER,46,نباید عیب دیگران را بر ملا کنیم,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,1,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]",[[0.00662868 0.00482373 0.01113161 ... 0.01418091 0.01343093 0.02461319]]
139,LASER,46,نباید عیب دیگران را بر ملا کنیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,2,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
140,LASER,46,نباید عیب دیگران را بر ملا کنیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,3,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
141,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,3047,قانون روزگار بود همچو گردباد جز خار و خس زمانه به بالا نمیبرد,1,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.01713857 -0.00033379 -0.00064233 ...  0.0120012   0.03124742
   0.0361686 ]]"
142,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,3114,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,2,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.02859343  0.02713945 -0.00141821 ...  0.01387215  0.03496355
   0.0225655 ]]"
143,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,3134,پیش از این کاری نکرد امیدواریهای من نا‌امیدیهای من زین پس مگر کاری کند,3,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.01003251  0.00030773 -0.00072653 ...  0.00415994  0.01563146
   0.03260811]]"
144,LASER,48,باید از منافق دوری کنیم,3203,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,1,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]",[[0.00200402 0.00956795 0.00185179 ... 0.00801378 0.01348254 0.02611927]]
145,LASER,48,باید از منافق دوری کنیم,3118,بس که می‌ترسم از جداییها می‌گریزم از آشناییها,2,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]",[[0.02034342 0.00338432 0.00402382 ... 0.00600712 0.03159988 0.02169124]]
146,LASER,48,باید از منافق دوری کنیم,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,3,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]","[[ 8.5017044e-04 -7.6358949e-05  9.4927027e-04 ...  6.9947564e-03
   1.7883277e-02  1.9532798e-02]]"
147,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,2979,هر چه دلم خواست نه آن میشود هر چه خدا خواست همان میشود,1,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]",[[0.00375275 0.00975832 0.00778069 ... 0.00458471 0.00601156 0.02581522]]
148,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,3137,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده,2,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[2.1798576e-05 1.1998850e-02 8.2049327e-04 ... 5.4530641e-03
  6.3088089e-03 1.0612418e-02]]"
149,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,3067,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست,3,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 3.8875579e-03 -1.1425843e-05  3.3231202e-04 ...  9.6213492e-03
   9.4529204e-03  4.1524824e-02]]"
