,model,input_id,input_text,output_id,output_text,k,input_vector,output_vector
51,LASER,25,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,1889,هر شب که بود قاعده سفره نهادن ما را ز خیال تو بود روزه گشادن ای لطف تو را قاعده بر روزه گشایان مانند مسیحا ز فلک مایده دادن چون قوت دل از مطبخ سودای تو باشد باید به میان رفتن و در لوت فتادن ما را هم از آن آتش دل آب حیات است بر آتش دل شاد بسوزیم چو لادن کار حیوان است نه کار دل و جان است در خاک بپوسیدن و از خاک بزادن,2,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264203
   0.02758254]]",[[0.01022306 0.01113499 0.00257653 ... 0.02142816 0.00441173 0.01576961]]
52,LASER,26,انسان نباید فخر فروشی داشته باشد.,906,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,1,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 4.8845476e-03 -5.7281599e-05  6.9777016e-04 ...  3.6312372e-03
   8.1543308e-03  3.9101034e-02]]"
53,LASER,26,انسان نباید فخر فروشی داشته باشد.,1555,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,2,"[[-8.5129315e-04  3.4700927e-06  9.1898453e-04 ... -1.0645055e-03
  -4.5215798e-04  4.9793306e-03]]","[[ 5.0268262e-03 -6.6934677e-05  9.4695133e-04 ...  6.2977360e-03
   1.2607109e-02  1.2850134e-02]]"
54,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,1826,ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,1,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]","[[ 0.01794382  0.00301723  0.00090045 ... -0.00085934  0.01325737
   0.01605013]]"
55,LASER,27,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,2285,مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,2,"[[-0.00068212  0.00707286  0.00429108 ...  0.00694478  0.04114396
   0.02859336]]","[[ 0.0068154  -0.00062875  0.00137338 ...  0.02597952  0.01202569
   0.02072587]]"
56,LASER,28,باید شکرگزار باشیم,2073,ای شکران ای شکران کان شکر دارم از او پندپذیرنده نیم شور و شرر دارم از او خانه شادی است دلم غصه ندارم چه کنم هر چه به عالم ترشی دورم و بیزارم از او کی هلدم با خود کی می دهدم بر سر می گل دهدم در مه دی بلبل گلزارم از او من خوش و تو نیم خوشی جهد بکن تا بچشی تا قدحی می بکشی ز آنک گرفتارم از او,1,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]",[[0.00273755 0.00037302 0.00605905 ... 0.01839615 0.01310506 0.00962716]]
57,LASER,28,باید شکرگزار باشیم,2065,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,2,"[[ 7.4747750e-03 -8.6600128e-05  6.3981576e-04 ...  1.2152098e-02
   1.6207168e-02 -1.2195020e-03]]",[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]]
58,LASER,29,باید به زیر دستان احترام گذاشت,1555,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 5.0268262e-03 -6.6934677e-05  9.4695133e-04 ...  6.2977360e-03
   1.2607109e-02  1.2850134e-02]]"
59,LASER,29,باید به زیر دستان احترام گذاشت,1281,گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,2,"[[ 0.00541264 -0.00013155  0.00060378 ...  0.01621703  0.00620515
   0.01353212]]","[[ 0.00607845  0.00068702 -0.00016083 ...  0.00922954  0.01991245
   0.02775399]]"
60,LASER,30,نباید مغرور باشیم,906,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,1,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 4.8845476e-03 -5.7281599e-05  6.9777016e-04 ...  3.6312372e-03
   8.1543308e-03  3.9101034e-02]]"
61,LASER,30,نباید مغرور باشیم,2605,نیستی عاشق ای جلف شکم خوار گدای در فروبند و همان گنده کسان را می گای کار بوزینه نبوده ست فن نجاری دعوی یافه مکن یافه مگو ژاژ مخای عاشقی را تو کیی عشق چه درخورد توست شرم دار ای سگ زن روسبی آخر ز خدای,2,"[[5.3754298e-04 5.7629572e-05 2.1244723e-03 ... 7.5231434e-04
  4.3094791e-02 1.1781211e-02]]","[[ 8.4738433e-03 -3.4565575e-05 -7.4240874e-04 ... -7.3159457e-04
   9.0078339e-03  1.7762877e-02]]"
62,LASER,31,باید خطاهای دیگران را ببخشیم,2065,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,1,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]",[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]]
63,LASER,31,باید خطاهای دیگران را ببخشیم,1919,ای دوست عتاب را رها کن تدبیر دوای درد ما کن ای دوست جدا مشو تو از ما ما را ز بلا و غم جدا کن اندیشه چو دزد در دل افتاد مستم کن و دزد را فنا کن شادی ز میان غم برانگیز در عالم بی وفا وفا کن,2,"[[ 0.03840599 -0.00017599  0.00715557 ...  0.00616361  0.01936884
   0.02625433]]","[[ 6.5841181e-03 -6.0666214e-05  3.2850564e-03 ...  5.9605055e-03
   1.6503111e-02  5.5469114e-05]]"
64,LASER,32,باید کم گویی کرد,2290,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,1,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[ 0.0167795  -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375514]]"
65,LASER,32,باید کم گویی کرد,1281,گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,2,"[[ 6.0717454e-03 -5.8372865e-05  4.1601709e-03 ...  4.1734581e-03
   2.0057762e-02  3.1221231e-02]]","[[ 0.00607845  0.00068702 -0.00016083 ...  0.00922954  0.01991245
   0.02775399]]"
66,LASER,33,نباید در خوردن زیاده‌روی کرد,1884,نی نی به از این باید با دوست وفا کردن نی نی کم از این باید تقصیر و جفا کردن زخمی که زند دستت بر عاشق سرمستت نتواند غیر تو تدبیر دوا کردن مرغی که چشد یک دم از دانه دام تو در خاطر او ناید آهنگ هوا کردن ای کار دو چشم تو بی جرم و گنه کشتن وی کار دو لعل تو حاجات روا کردن خوش واقعه ای دارد دل با غم عشق تو نی روی فروخوردن نی رای رها کردن دعوی صفا کردن در عشق تو نیکو نیست با جان صفا چه بود تفسیر صفا کردن,1,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]",[[0.01679153 0.01234355 0.00431853 ... 0.01188621 0.01004912 0.01661491]]
67,LASER,33,نباید در خوردن زیاده‌روی کرد,906,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,2,"[[ 1.1338595e-02 -9.0246889e-05  1.2490798e-02 ...  1.0996605e-03
   1.8596524e-02  9.7925588e-03]]","[[ 4.8845476e-03 -5.7281599e-05  6.9777016e-04 ...  3.6312372e-03
   8.1543308e-03  3.9101034e-02]]"
68,LASER,34,باید به قلب و احساسات توجه کرد,1119,بیمار رنج صفرا ذوق شکر نداند هر سنگ دل در این ره قلب از گهر نداند هر عنکبوت جوله در تار و پود آن چه از ذوق صنعت خود ذوق دگر نداند وان کو ز چه برافتد در جام و ساغر افتد مستیش در سر افتد پا را ز سر نداند,1,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 9.5940810e-03 -6.1872015e-05  2.4241433e-03 ...  5.0562248e-03
   5.0682323e-03  2.7944975e-02]]"
69,LASER,34,باید به قلب و احساسات توجه کرد,2004,ای دم به دم مصور جان از درون تن نزدیکتر ز فکرت این نکته ها به من ز آینده و گذشته چرا یاد می کنم که لذت زمانی و هم قبله زمن جان حقایقی و خیالات دلربا و آن نقش های مه که نگنجد در این دهن,2,"[[ 0.00098406 -0.00085574  0.00115542 ...  0.0004526   0.02303911
   0.03344569]]","[[ 0.01434034  0.00374537 -0.00279388 ...  0.01460608  0.00646699
   0.05627859]]"
70,LASER,35,مردم را باید از کارهای بد باز داشت,1356,عار بادا جهانیان را عار از دو سه ماده ابله طرار شکلک زاهدان ولی ز درون لیس فی الدار سیدی دیار به دو پول سیاه بتوان یافت زین چنین خربطان دو سه خروار,1,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 5.8419481e-03  1.6279215e-03 -4.7541507e-06 ...  1.6262712e-02
   2.0888185e-02  1.0610697e-02]]"
71,LASER,35,مردم را باید از کارهای بد باز داشت,2285,مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,2,"[[ 0.00611722 -0.00014227 -0.00018344 ...  0.00649676  0.01665084
   0.01516837]]","[[ 0.0068154  -0.00062875  0.00137338 ...  0.02597952  0.01202569
   0.02072587]]"
72,LASER,36,باید اهل یاری کردن یکدیگر بود,1395,یار نخواهم که بود بدخو و غمخوار و ترش چون لحد و گور مغان تنگ و دل افشار و ترش یار چو آیینه بود دوست چو لوزینه بود ساعت یاری نبود خایف و فرار و ترش هر کی بود عاشق خود پنج نشان دارد بد سخت دل و سست قدم کاهل و بی کار و ترش ور چشمش بیش بود هم ترشی بیش کند دان مثل بیشی او سرکه بسیار ترش بس کن شرح ترشان این قدری بهر نشان کی طلبد در دل و جان طبع شکربار ترش,1,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]","[[8.3319486e-05 4.0782630e-03 4.3844339e-04 ... 8.8008344e-03
  2.2838103e-02 2.5976049e-02]]"
73,LASER,36,باید اهل یاری کردن یکدیگر بود,1667,در عشق قدیم سال خوردیم وز گفت حسود برنگردیم زین دمدمه ها زنان بترسند بر ما تو مخوان که مرد مردیم مردانه کنیم کار مردان پنهان نکنیم آنچ کردیم ما را تو به زرد و سرخ مفریب کز خنجر عشق روی زردیم بر درد هزار آفرین باد باقی بر ما که یار دردیم,2,"[[ 1.2044242e-02 -1.6802410e-07 -5.5838296e-05 ...  4.4576819e-03
  -6.9546507e-04  4.2477306e-03]]",[[0.00658647 0.01246624 0.00764282 ... 0.00874178 0.00339894 0.01214763]]
74,LASER,37,باید در هنگام پیمان بستن دقت کنیم,1555,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]","[[ 5.0268262e-03 -6.6934677e-05  9.4695133e-04 ...  6.2977360e-03
   1.2607109e-02  1.2850134e-02]]"
75,LASER,37,باید در هنگام پیمان بستن دقت کنیم,2507,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2,"[[5.0486466e-03 7.2513612e-06 1.4373824e-02 ... 1.0500668e-02
  1.8511098e-02 1.7577158e-02]]",[[0.00223622 0.04677695 0.00181043 ... 0.00939617 0.00974045 0.01799726]]
76,LASER,38,در انتخاب دوست باید دقت کنیم,2507,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,1,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],[[0.00223622 0.04677695 0.00181043 ... 0.00939617 0.00974045 0.01799726]]
77,LASER,38,در انتخاب دوست باید دقت کنیم,1412,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,2,[[0.01132821 0.0063783  0.00404958 ... 0.02455021 0.01424144 0.01605583]],"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717411]]"
78,LASER,39,باید وفای به عهد داشته باشیم,2065,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,1,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]",[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]]
79,LASER,39,باید وفای به عهد داشته باشیم,1555,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,2,"[[ 1.4387143e-03 -3.8710809e-07  3.4277088e-03 ...  2.9862861e-04
   2.1652628e-02  3.0947573e-02]]","[[ 5.0268262e-03 -6.6934677e-05  9.4695133e-04 ...  6.2977360e-03
   1.2607109e-02  1.2850134e-02]]"
80,LASER,40,باید سعی کنیم نیکو عمل کنیم,1412,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,1,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]","[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717411]]"
81,LASER,40,باید سعی کنیم نیکو عمل کنیم,1723,تا که ما از نظر و خوبی تو باخبریم از بد و نیک جهان همچو جهان بی خبریم نظری کرد سوی خوبی تو دیده ما از پیروی تو تا حشر غلام نظریم دین ما مهر تو و مذهب ما خدمت تو تا نگویی که در این عشق تو ما مختصریم زهر بر یاد یکی نوش تو ای آهوچشم گر به از نوش ننوشیم پس از سگ بتریم,2,"[[ 0.00163679 -0.00013265  0.00118008 ...  0.00360461  0.01435761
   0.01014212]]",[[0.00356837 0.04519729 0.00505056 ... 0.0261672  0.00372384 0.02643526]]
82,LASER,41,صبر یکی از صفات خردمندان است,2290,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,1,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.0167795  -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375514]]"
83,LASER,41,صبر یکی از صفات خردمندان است,1412,آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,2,"[[ 0.01406708 -0.00011484 -0.0008465  ...  0.00045358  0.0126465
   0.0494999 ]]","[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717411]]"
84,LASER,42,باید سختی‌ها را تحمل کرد,1356,عار بادا جهانیان را عار از دو سه ماده ابله طرار شکلک زاهدان ولی ز درون لیس فی الدار سیدی دیار به دو پول سیاه بتوان یافت زین چنین خربطان دو سه خروار,1,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 5.8419481e-03  1.6279215e-03 -4.7541507e-06 ...  1.6262712e-02
   2.0888185e-02  1.0610697e-02]]"
85,LASER,42,باید سختی‌ها را تحمل کرد,558,به برج دل رسیدی بیست این جا چو آن مه را بدیدی بیست این جا بسی این رخت خود را هر نواحی ز نادانی کشیدی بیست این جا بشد عمری و از خوبی آن مه به هر نوعی شنیدی بیست این جا ببین آن حسن را کز دیدن او بدید و نابدیدی بیست این جا به سینه تو که آن پستان شیرست که از شیرش چشیدی بیست این جا,2,"[[ 0.0006808  -0.00023778  0.00352881 ...  0.00784278  0.01796821
   0.01332906]]","[[ 0.01676869  0.00090808  0.0030119  ... -0.00018916  0.00188657
   0.02008759]]"
86,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,1723,تا که ما از نظر و خوبی تو باخبریم از بد و نیک جهان همچو جهان بی خبریم نظری کرد سوی خوبی تو دیده ما از پیروی تو تا حشر غلام نظریم دین ما مهر تو و مذهب ما خدمت تو تا نگویی که در این عشق تو ما مختصریم زهر بر یاد یکی نوش تو ای آهوچشم گر به از نوش ننوشیم پس از سگ بتریم,1,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]",[[0.00356837 0.04519729 0.00505056 ... 0.0261672  0.00372384 0.02643526]]
87,LASER,43,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,1281,گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,2,"[[-1.1380617e-04  2.0503330e-06  3.6324305e-03 ...  9.2968922e-03
   1.7897533e-02  3.4117587e-02]]","[[ 0.00607845  0.00068702 -0.00016083 ...  0.00922954  0.01991245
   0.02775399]]"
88,LASER,44,باید خسیس باشیم,2859,طارت حیلی و زال حیلی اصبحت مکابدا لویلی قد اظلم بالجوی نهاری کیف اخبرکم انا بلیلی ما املائ عصتی و وجدی ما افرع من رضاک کیلی,1,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 7.5974371e-03 -7.9355450e-05  3.1026863e-03 ... -9.9015352e-04
   5.7138898e-03  9.4383508e-03]]"
89,LASER,44,باید خسیس باشیم,2290,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,2,"[[-1.92344261e-04 -3.01594391e-05  7.74854794e-04 ...  3.67711764e-04
   1.87463537e-02  1.03563545e-02]]","[[ 0.0167795  -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375514]]"
90,LASER,45,باید به پدر و مادر احترام گذاشت,747,ایا ساقی توی قاضی حاجات شرابی ده که آرد در مراعات چنان گشتم ز مستی و خرابی که نشناسم اشارات از عبارات پدر بر خم خمرم وقف کردست سبیلم کرد مادر بر خرابات دو گوشم بست یزدان تا رهیدم ز حال دی و فردا و خرافات دگرگون است کوی اهل تمییز که آن جا رسم طاعاتست و زلات در این کو کدخدا شاهی است باقی فرو روبیده این کو را ز آفات,1,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]",[[0.00304867 0.00444404 0.00057642 ... 0.01064646 0.01444239 0.01548448]]
91,LASER,45,باید به پدر و مادر احترام گذاشت,2507,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2,"[[ 0.00433405 -0.00011185  0.00109945 ...  0.00312299  0.01339533
   0.01002263]]",[[0.00223622 0.04677695 0.00181043 ... 0.00939617 0.00974045 0.01799726]]
92,LASER,46,نباید عیب دیگران را بر ملا کنیم,1665,ناآمده سیل تر شدستیم نارفته به دام پای بستیم شطرنج ندیده ایم و ماتیم یک جرعه نخورده ایم و مستیم همچون شکن دو زلف خوبان نادیده مصاف ما شکستیم ما سایه آن بتیم گویی کز اصل وجود بت پرستیم سایه بنماید و نباشد ما نیز چو سایه نیست هستیم,1,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]",[[0.00395091 0.00516606 0.0008761  ... 0.01124939 0.0064083  0.02399491]]
93,LASER,46,نباید عیب دیگران را بر ملا کنیم,906,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,2,"[[ 3.02067399e-02 -8.93435572e-05  1.62412087e-03 ...  6.37208438e-03
   1.06635755e-02  2.18182541e-02]]","[[ 4.8845476e-03 -5.7281599e-05  6.9777016e-04 ...  3.6312372e-03
   8.1543308e-03  3.9101034e-02]]"
94,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,1707,نظری به کار من کن که ز دست رفت کارم به کسم مکن حواله که بجز تو کس ندارم چه کمی درآید آخر به شرابخانه تو اگر از شراب وصلت ببری ز سر خمارم چو نیم سزای شادی ز خودم مدار بی غم که در این میان همیشه غم توست غمگسارم,1,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]",[[0.02883753 0.00508692 0.00416431 ... 0.00150879 0.00927401 0.01458461]]
95,LASER,47,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,558,به برج دل رسیدی بیست این جا چو آن مه را بدیدی بیست این جا بسی این رخت خود را هر نواحی ز نادانی کشیدی بیست این جا بشد عمری و از خوبی آن مه به هر نوعی شنیدی بیست این جا ببین آن حسن را کز دیدن او بدید و نابدیدی بیست این جا به سینه تو که آن پستان شیرست که از شیرش چشیدی بیست این جا,2,"[[ 2.5397154e-02 -7.9656653e-05 -1.3486084e-03 ...  8.6287418e-03
   1.9302616e-02  2.3344291e-02]]","[[ 0.01676869  0.00090808  0.0030119  ... -0.00018916  0.00188657
   0.02008759]]"
96,LASER,48,باید از منافق دوری کنیم,1822,رحت انا من بینکم غبت کذا من عینکم لا تغفلوا عن حینکم لا تهدموا دارینکم اخواننا اخواننا ان الزمان خاننا لا تنسوا هجراننا لا تهدموا دارینکم قد فاتنا اعمارنا و استنسیت اخبارنا و استثقلت اوزارنا لا تهدموا دارینکم استوثقوا ادیانکم و استغنموا اخوانکم و استعشقوا ایمانکم لا تهدموا دارینکم,1,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]",[[0.00277855 0.00176308 0.00181637 ... 0.01947225 0.01660637 0.01736563]]
97,LASER,48,باید از منافق دوری کنیم,2507,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2,"[[ 6.33878214e-03 -3.62489336e-05  1.04915036e-03 ...  1.63996257e-02
   3.03548109e-02  1.14760585e-02]]",[[0.00223622 0.04677695 0.00181043 ... 0.00939617 0.00974045 0.01799726]]
98,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,1826,ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,1,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 0.01794382  0.00301723  0.00090045 ... -0.00085934  0.01325737
   0.01605013]]"
99,LASER,49,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,906,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,2,"[[ 1.6411943e-03 -2.2297514e-05  2.2327977e-03 ...  4.1650692e-03
   1.5022535e-02  2.0533426e-02]]","[[ 4.8845476e-03 -5.7281599e-05  6.9777016e-04 ...  3.6312372e-03
   8.1543308e-03  3.9101034e-02]]"
